OS01G0104100,OS01G0124401,OS01G0135700,OS01G0159800,OS01G0172200,OS01G0184100,OS01G0200700,OS01G0279900,OS01G0282800,OS01G0292700,OS01G0307500,OS01G0343300,OS01G0348900,OS01G0506100,OS01G0510100,OS01G0534900,OS01G0571300,OS01G0575200,OS01G0612600,OS01G0624500,OS01G0664100,OS01G0692700,OS01G0693400,OS01G0699100,OS01G0733200,OS01G0750100,OS01G0752500,OS01G0797600,OS01G0811300,OS01G0837500,OS01G0839100,OS01G0839200,OS01G0842200,OS01G0847200,OS01G0847600,OS01G0848200,OS01G0867300,OS01G0897000,OS01G0930400,OS01G0955100,OS01G0959100,OS01G0959200,OS01G0963600,OS01G0971100,OS02G0100300,OS02G0122800,OS02G0132300,OS02G0140300,OS02G0148100,OS02G0184900,OS02G0195600,OS02G0234300,OS02G0276500,OS02G0542400,OS02G0551100,OS02G0553200,OS02G0576700,OS02G0579600,OS02G0592300,OS02G0601300,OS02G0606700,OS02G0654700,OS02G0655200,OS02G0657000,OS02G0666200,OS02G0669100,OS02G0671100,OS02G0706400,OS02G0736400,OS02G0755000,OS02G0755900,OS02G0759800,OS02G0760300,OS02G0782700,OS02G0787300,OS02G0802700,OS02G0813500,OS03G0133000,OS03G0180800,OS03G0219200,OS03G0230300,OS03G0230500,OS03G0231600,OS03G0302000,OS03G0315400,OS03G0332400,OS03G0363900,OS03G0390200,OS03G0390700,OS03G0575200,OS03G0610900,OS03G0635100,OS03G0710800,OS03G0746500,OS03G0757500,OS03G0786400,OS03G0820300,OS03G0820400,OS03G0833200,OS03G0858100,OS04G0105100,OS04G0201500,OS04G0348400,OS04G0379700,OS04G0395800,OS04G0448100,OS04G0449400,OS04G0464200,OS04G0473400,OS04G0476800,OS04G0493000,OS04G0498600,OS04G0511200,OS04G0522500,OS04G0526800,OS04G0531400,OS04G0534600,OS04G0541700,OS04G0556300,OS04G0560600,OS04G0566100,OS04G0571200,OS04G0603200,OS04G0620700,OS04G0659100,OS04G0661200,OS04G0671700,OS04G0687300,OS05G0113500,OS05G0125000,OS05G0177500,OS05G0195200,OS05G0213500,OS05G0348100,OS05G0428700,OS05G0457200,OS05G0488800,OS05G0516600,OS05G0518600,OS05G0534400,OS05G0555100,OS05G0574500,OS06G0147800,OS06G0166500,OS06G0183100,OS06G0210500,OS06G0241100,OS06G0254700,OS06G0567200,OS06G0606000,OS06G0609500,OS06G0612800,OS06G0665500,OS06G0683400,OS06G0685700,OS06G0693700,OS06G0698785,OS07G0164100,OS07G0168800,OS07G0187200,OS07G0231400,OS07G0561300,OS07G0572800,OS07G0598300,OS07G0627300,OS07G0679000,OS07G0686800,OS07G0694000,OS08G0157600,OS08G0206400,OS08G0430500,OS08G0445700,OS08G0492500,OS08G0537900,OS08G0546800,OS08G0558200,OS09G0109800,OS09G0306400,OS09G0369000,OS09G0478600,OS09G0486500,OS09G0522000,OS09G0522200,OS09G0537700,OS09G0555500,OS09G0557700,OS09G0571200,OS10G0409400,OS10G0415300,OS10G0415900,OS10G0419400,OS10G0431000,OS10G0456800,OS10G0478900,OS10G0492800,OS10G0518200,OS10G0521000,OS10G0533600,OS10G0553300,OS10G0563600,OS10G0577700,OS10G0577800,OS10G0579100,OS11G0127600,OS11G0151400,Label
0.0,0.0,4.0,0.0,0.0,0.0,12.6491,4.0,0.0,0.0,2.3219,6.3693,2.3219,2.3219,5.9679,2.3219,2.3219,2.3219,6.2602,6.1006,5.1293,5.4101,4.858,4.0,2.8074,0.0,2.8074,4.4594,0.0,4.858,0.0,0.0,5.1293,4.4594,2.3219,0.0,4.0,2.8074,0.0,0.0,0.0,0.0,10.3592,6.7653,5.3402,4.0,4.6438,2.8074,6.1825,0.0,0.0,2.8074,5.4764,2.8074,2.8074,4.2479,5.7698,0.0,2.3219,6.2602,0.0,0.0,0.0,2.3219,0.0,6.1006,0.0,7.3486,4.4594,0.0,5.5401,4.2479,10.1328,4.0,0.0,5.0,0.0,0.0,2.3219,6.8175,0.0,6.503,5.8723,4.4594,2.3219,5.0,2.3219,0.0,5.3402,0.0,0.0,2.3219,7.3663,4.0,0.0,5.1293,0.0,0.0,4.2479,0.0,5.4764,2.3219,2.3219,4.4594,0.0,2.8074,2.3219,4.4594,6.4039,4.0,11.2431,2.8074,0.0,5.4101,0.0,2.8074,7.0539,6.0135,5.6596,0.0,0.0,0.0,4.2479,2.8074,2.3219,2.3219,5.3402,0.0,0.0,4.2479,5.3402,0.0,5.4101,8.6143,4.4594,0.0,2.3219,6.1422,2.3219,6.6256,0.0,9.4982,4.2479,0.0,0.0,2.3219,0.0,0.0,0.0,4.4594,2.8074,4.2479,6.9405,5.0,5.7698,2.3219,0.0,4.0,6.7109,0.0,0.0,4.0,0.0,0.0,2.3219,0.0,0.0,0.0,0.0,0.0,2.3219,0.0,0.0,0.0,0.0,8.5384,0.0,5.1293,4.4594,0.0,6.987,0.0,0.0,2.3219,2.8074,0.0,4.4594,2.3219,0.0,2.8074,4.4594,4.2479,2.8074,5.6596,4.858,6.5347,2.8074,4.858,2.8074,7.2758,5.5401,6.8175,0.0,0.0,0.0,0
3.0,0.0,3.0,2.3219,0.0,0.0,12.9052,3.0,2.3219,2.3219,0.0,5.9272,0.0,2.3219,6.2305,4.0875,0.0,0.0,6.3067,6.3434,3.585,4.9069,0.0,0.0,0.0,0.0,4.3219,3.585,0.0,5.6041,0.0,0.0,4.9069,4.5236,0.0,2.3219,0.0,2.3219,0.0,0.0,0.0,0.0,10.6021,6.8297,5.6631,2.3219,0.0,3.0,6.4479,0.0,0.0,5.3219,4.3219,0.0,5.3219,3.0,6.1083,0.0,2.3219,6.5765,0.0,0.0,0.0,0.0,0.0,5.9745,0.0,7.1929,4.0875,2.3219,5.878,0.0,9.9465,3.585,4.0875,2.3219,0.0,3.0,0.0,7.0,0.0,5.72,5.7745,3.0,0.0,4.9069,3.585,2.3219,5.478,4.0875,0.0,2.3219,7.8439,3.0,2.3219,4.9069,0.0,0.0,0.0,0.0,5.5423,3.585,2.3219,5.3219,0.0,0.0,3.585,4.0875,6.5765,4.9069,11.0828,3.585,0.0,5.5423,0.0,3.0,7.0452,5.1293,5.7745,4.0875,3.585,0.0,3.585,3.585,6.4094,2.3219,5.1293,0.0,0.0,4.9069,4.7279,0.0,5.3219,8.6091,2.3219,0.0,0.0,6.2305,3.0,6.065,0.0,9.672,2.3219,0.0,0.0,0.0,0.0,2.3219,0.0,4.0875,3.585,4.3219,6.2692,4.9069,5.7745,2.3219,4.0875,4.0875,6.5455,2.3219,0.0,2.3219,0.0,0.0,2.3219,2.3219,0.0,7.0875,3.0,0.0,0.0,0.0,0.0,2.3219,0.0,7.9063,0.0,5.72,4.7279,0.0,7.271,0.0,3.0,4.3219,4.0875,0.0,4.0875,4.9069,0.0,0.0,2.3219,3.585,3.0,5.3219,4.9069,6.1502,0.0,6.1083,3.0,6.6069,5.3219,6.6368,2.3219,0.0,0.0,0
0.0,0.0,3.585,0.0,2.3219,0.0,12.4612,4.3923,2.3219,2.3219,2.3219,6.5159,0.0,3.585,6.3327,4.3923,3.585,2.3219,6.4811,5.7658,5.0,4.3923,4.3923,4.3923,0.0,0.0,3.585,5.2288,0.0,3.585,0.0,0.0,5.4263,5.5807,2.3219,0.0,2.3219,2.3219,2.3219,0.0,0.0,0.0,9.4294,6.2525,5.4263,2.3219,2.3219,2.3219,5.6453,0.0,2.3219,4.3923,5.7658,0.0,4.585,5.5135,5.7658,0.0,0.0,6.2525,0.0,0.0,0.0,0.0,0.0,6.4811,0.0,7.7831,4.1699,0.0,6.7089,2.3219,9.411,2.3219,0.0,4.3923,0.0,0.0,2.3219,7.0311,0.0,5.6453,5.9805,4.3923,2.3219,5.5135,4.3923,0.0,3.585,4.3923,4.3923,0.0,7.3914,0.0,0.0,5.7068,0.0,0.0,2.3219,0.0,5.4263,5.0,4.1699,5.0,0.0,0.0,4.3923,3.585,6.5832,5.0,10.9169,5.0,0.0,5.7658,0.0,0.0,6.9054,5.7658,5.4263,3.585,0.0,0.0,2.3219,4.1699,4.3923,2.3219,5.5807,0.0,0.0,4.3923,5.4263,0.0,5.2288,8.5262,4.1699,0.0,4.1699,6.1673,4.1699,6.077,0.0,9.3203,5.0,0.0,0.0,2.3219,0.0,2.3219,0.0,0.0,4.3923,3.585,6.4811,5.4263,6.0295,2.3219,2.3219,5.6453,6.3327,4.1699,0.0,2.3219,0.0,0.0,4.3923,4.1699,0.0,3.585,0.0,0.0,0.0,0.0,2.3219,2.3219,0.0,7.9954,0.0,5.5807,4.1699,0.0,7.2119,0.0,3.585,2.3219,2.3219,0.0,5.5807,3.585,2.3219,3.585,2.3219,0.0,3.585,5.6453,5.2288,6.1229,0.0,5.2288,2.3219,6.7964,5.4263,6.4454,2.3219,0.0,0.0,0
0.0,0.0,4.5236,0.0,2.585,0.0,12.6729,4.7814,2.585,0.0,0.0,6.9327,0.0,3.585,6.0204,3.585,0.0,0.0,6.3633,6.2733,5.4915,5.2095,4.5236,2.585,0.0,0.0,0.0,5.78,0.0,5.3923,0.0,0.0,5.2095,5.78,0.0,2.585,0.0,0.0,0.0,0.0,0.0,0.0,9.6782,6.4481,4.5236,0.0,0.0,2.585,5.5692,0.0,0.0,5.643,6.2261,0.0,4.7814,4.7814,5.7131,0.0,0.0,6.4886,0.0,0.0,2.585,2.585,0.0,6.319,0.0,7.8248,2.585,0.0,0.0,2.585,8.9817,2.585,2.585,4.7814,0.0,4.0,3.585,7.1756,2.585,5.5692,6.1775,5.0,0.0,4.7814,0.0,3.585,5.2095,5.0,0.0,0.0,7.4049,0.0,0.0,5.4915,0.0,0.0,0.0,0.0,5.643,2.585,0.0,5.78,0.0,0.0,3.585,3.585,6.0747,3.585,10.9066,2.585,0.0,6.3633,4.0,2.585,6.9904,5.5692,5.844,4.5236,0.0,0.0,5.643,4.0,6.17,3.585,5.4915,3.585,0.0,4.7814,2.585,0.0,4.7814,8.84,2.585,0.0,4.0,6.4886,4.5236,6.0204,0.0,9.1043,3.585,0.0,0.0,0.0,0.0,5.0,0.0,4.5236,2.585,3.585,6.8417,4.5236,5.844,0.0,2.585,4.7814,6.4886,4.0,0.0,0.0,0.0,0.0,0.0,3.585,0.0,2.585,2.585,2.585,0.0,0.0,2.585,2.585,2.585,8.1623,0.0,5.0,5.9639,2.585,6.5281,0.0,0.0,3.585,4.7814,0.0,6.0747,0.0,0.0,2.585,3.585,0.0,0.0,5.2095,2.585,6.676,0.0,5.0,3.585,6.9327,5.3923,6.4886,4.0,0.0,0.0,0
0.0,0.0,6.06,2.585,2.585,2.585,12.8635,4.0875,4.5236,0.0,0.0,6.3745,0.0,4.7549,6.009,3.4594,0.0,0.0,6.009,5.7842,5.5179,5.4263,4.5236,4.5236,0.0,0.0,3.4594,4.7549,0.0,3.4594,0.0,0.0,5.6574,4.0875,2.585,3.4594,2.585,0.0,0.0,2.585,0.0,0.0,9.9217,6.2915,5.6574,2.585,0.0,0.0,5.5892,0.0,2.585,4.5236,5.8437,2.585,4.9542,5.5892,5.2095,0.0,2.585,6.2481,2.585,0.0,2.585,0.0,0.0,6.2481,0.0,7.7962,4.0875,0.0,0.0,2.585,9.5041,2.585,0.0,4.5236,0.0,3.4594,3.4594,6.9083,0.0,6.2915,5.9009,4.5236,0.0,4.5236,4.0875,0.0,4.7549,4.7549,3.4594,0.0,7.3999,2.585,0.0,4.5236,0.0,0.0,0.0,0.0,5.4263,0.0,2.585,5.5892,0.0,0.0,3.4594,4.7549,6.1094,5.6574,10.6199,4.9542,0.0,5.9009,2.585,4.7549,6.7922,5.7842,5.8437,4.7549,2.585,0.0,4.5236,3.4594,6.0444,0.0,5.5179,3.4594,2.585,4.5236,2.585,0.0,4.0875,8.3725,4.9542,0.0,2.585,6.6326,4.7549,6.2915,0.0,9.0014,3.4594,0.0,0.0,0.0,0.0,3.4594,0.0,0.0,0.0,4.0875,6.157,5.6574,6.009,2.585,2.585,4.7549,6.4909,0.0,0.0,0.0,0.0,0.0,2.585,2.585,0.0,0.0,0.0,0.0,0.0,0.0,2.585,4.0875,0.0,8.3105,0.0,4.7549,4.9542,3.4594,6.3745,2.585,0.0,5.9558,2.585,0.0,6.3745,0.0,0.0,0.0,3.4594,2.585,3.4594,5.7222,4.5236,6.2481,0.0,3.4594,2.585,7.2539,4.7549,6.2032,0.0,2.585,2.585,0
0.0,0.0,2.8074,0.0,2.8074,0.0,12.7612,3.3923,3.8074,0.0,0.0,5.1699,0.0,2.0,6.3377,3.8074,0.0,0.0,6.3377,6.4639,3.3923,4.3219,3.3923,2.8074,0.0,0.0,0.0,5.0,0.0,4.8074,0.0,0.0,3.8074,4.3219,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11.1811,6.58,5.4561,0.0,0.0,2.8074,6.3377,0.0,0.0,4.585,6.3377,2.0,4.585,5.1699,6.1993,0.0,0.0,6.9688,0.0,0.0,0.0,0.0,0.0,7.0515,0.0,7.1549,4.3219,0.0,0.0,3.3923,9.5536,2.8074,2.8074,3.8074,0.0,3.3923,3.3923,6.3377,0.0,5.7485,5.1699,4.585,0.0,4.585,2.0,2.0,5.1699,4.3219,3.3923,0.0,8.1067,2.8074,0.0,4.3219,0.0,0.0,0.0,0.0,5.1699,2.0,2.0,4.585,2.0,0.0,2.8074,4.3219,6.7874,4.8074,11.0209,3.3923,0.0,4.3219,3.8074,3.3923,6.6525,6.6525,4.3219,0.0,2.0,0.0,3.8074,2.0,0.0,2.0,5.1699,2.0,0.0,5.2843,5.7485,0.0,4.585,8.5761,5.1699,0.0,3.3923,6.6525,3.8074,5.9343,2.0,9.3064,5.0,0.0,0.0,2.8074,0.0,4.3219,0.0,4.8074,2.0,3.8074,6.8809,5.4561,6.0464,3.3923,3.3923,3.8074,6.4639,3.8074,0.0,2.0,0.0,0.0,2.8074,2.8074,0.0,0.0,2.8074,2.0,0.0,0.0,0.0,2.0,0.0,8.0271,3.8074,4.3219,4.585,3.8074,6.7549,0.0,2.0,4.3219,5.2843,0.0,5.2843,2.0,0.0,3.8074,0.0,0.0,3.8074,5.9914,4.3219,6.6525,0.0,5.2843,2.0,6.7549,5.6097,6.3809,0.0,0.0,0.0,0
0.0,0.0,2.3219,0.0,4.0,0.0,12.7475,4.0,2.8074,0.0,0.0,6.2972,0.0,2.3219,6.0751,4.2095,0.0,0.0,6.9744,6.2124,4.858,4.0,4.0,2.8074,0.0,2.3219,2.8074,4.858,2.3219,4.6439,0.0,0.0,2.3219,2.3219,0.0,0.0,0.0,2.3219,0.0,0.0,0.0,0.0,10.5474,6.5251,4.3923,2.3219,0.0,0.0,5.7538,0.0,0.0,4.2095,5.6285,2.8074,4.6439,4.0,6.1681,0.0,0.0,6.3377,0.0,0.0,0.0,0.0,0.0,6.3377,0.0,7.6423,4.3923,0.0,5.5616,2.8074,9.8664,4.3923,4.2095,4.0,0.0,0.0,0.0,6.2555,0.0,6.5251,5.6927,4.0,0.0,5.5616,2.8074,2.8074,4.6439,4.6439,4.2095,0.0,7.7812,2.3219,0.0,5.5616,0.0,0.0,0.0,0.0,4.3923,0.0,0.0,4.2095,0.0,2.3219,4.6439,4.858,6.782,4.3923,11.2652,2.8074,0.0,4.2095,2.3219,0.0,7.025,5.4915,4.6439,2.8074,2.8074,0.0,4.0,4.0,2.3219,2.3219,5.6285,4.0,0.0,5.4915,5.4175,0.0,5.1085,8.6008,2.3219,0.0,4.0,6.4896,4.3923,6.2555,4.0,9.3359,4.3923,0.0,0.0,0.0,0.0,0.0,0.0,4.2095,2.3219,2.3219,6.1225,4.3923,5.6927,0.0,2.3219,4.858,6.6269,2.8074,0.0,2.3219,2.3219,0.0,4.0,2.3219,0.0,4.6438,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2431,4.2095,5.6285,5.3219,0.0,7.0,2.3219,2.8074,0.0,2.8074,0.0,5.3219,4.0,0.0,2.3219,2.3219,2.3219,4.3923,5.5616,4.3923,5.9234,0.0,4.6439,2.3219,6.5598,5.3219,6.6592,2.8074,2.3219,0.0,0
0.0,4.8074,3.8074,3.8074,0.0,0.0,12.5911,2.8074,4.0444,0.0,0.0,5.8435,5.4293,2.0,5.8435,3.3219,0.0,4.2479,6.1647,6.6493,3.3219,4.2479,5.3302,2.0,0.0,3.3219,3.3219,4.6439,0.0,4.0444,0.0,0.0,3.8074,4.0444,2.0,0.0,2.0,2.8074,4.0444,3.8074,4.0444,3.3219,8.9195,5.9805,5.4293,2.0,3.8074,3.8074,5.9805,2.0,0.0,5.3302,6.1058,2.8074,5.6094,3.8074,5.3302,0.0,2.0,7.4501,0.0,3.8074,2.0,0.0,0.0,6.69,0.0,7.3008,4.8074,0.0,2.0,2.0,9.0655,3.3219,4.0444,5.3302,0.0,4.2479,4.6439,6.3783,0.0,5.7695,6.5203,4.6439,2.8074,6.0446,4.2479,3.8074,4.9542,5.4293,0.0,3.3219,8.3768,2.0,0.0,4.9542,0.0,2.0,2.8074,0.0,3.3219,3.3219,0.0,4.6439,4.2479,0.0,4.2479,4.8074,7.0741,3.3219,10.889,2.8074,0.0,4.2479,2.8074,4.8074,6.4744,6.1058,5.3302,0.0,2.8074,2.0,3.8074,0.0,4.0,3.3219,5.3302,2.0,0.0,4.0444,3.3219,0.0,4.2479,8.2603,5.0875,2.0,3.3219,7.3267,2.8074,4.9542,2.0,8.9943,4.9542,3.8074,0.0,2.8074,0.0,0.0,0.0,4.2479,3.8074,0.0,6.1058,6.69,5.0875,4.0444,2.8074,4.0444,6.8774,4.6439,2.8074,2.0,0.0,0.0,4.0444,2.0,2.0,6.1293,2.0,0.0,0.0,2.8074,2.8074,3.3219,2.0,7.8766,0.0,4.9542,4.0444,2.8074,6.8774,4.0444,0.0,3.8074,5.5223,2.0,6.9121,2.0,2.0,2.0,3.8074,2.0,2.0,5.3302,4.6439,6.8417,0.0,5.3302,2.8074,6.8774,5.6918,6.9121,2.8074,0.0,0.0,0
0.0,0.0,4.3923,0.0,4.3923,0.0,12.856,3.9069,2.3219,0.0,0.0,6.4557,0.0,4.3923,6.3714,0.0,0.0,0.0,6.4959,5.7926,3.9069,5.5838,2.3219,0.0,0.0,3.9069,3.9069,4.3923,0.0,5.3219,0.0,2.3219,5.4259,4.3923,3.9069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3071,6.3273,5.4259,3.9069,0.0,0.0,6.1867,0.0,0.0,4.6439,5.5072,0.0,4.3923,4.858,5.4259,0.0,0.0,5.4259,0.0,0.0,2.3219,3.9069,0.0,5.7926,0.0,7.6773,3.9069,0.0,0.0,2.3219,8.9821,0.0,0.0,2.3219,0.0,2.3219,0.0,6.6106,0.0,6.1365,6.1365,4.3923,0.0,3.9069,4.3923,2.3219,4.858,2.3219,2.3219,0.0,7.6947,3.9069,0.0,5.5838,0.0,0.0,2.3219,0.0,3.9069,0.0,3.9069,5.7263,0.0,0.0,2.3219,2.3219,6.6467,3.9069,10.7728,4.3923,0.0,5.7926,0.0,2.3219,6.7505,5.5838,5.7263,4.858,0.0,0.0,4.6439,3.9069,6.2288,4.858,5.3219,0.0,0.0,4.6439,0.0,0.0,3.9069,8.8009,4.6439,0.0,4.6439,6.5351,2.3219,5.9165,2.3219,9.3716,5.3219,0.0,0.0,2.3219,2.3219,2.3219,0.0,5.3219,0.0,0.0,6.9082,2.3219,5.8557,2.3219,0.0,3.9069,6.5351,0.0,0.0,0.0,0.0,0.0,0.0,4.6439,0.0,2.3219,0.0,0.0,2.3219,0.0,0.0,2.3219,0.0,8.237,0.0,5.4259,5.5072,2.3219,6.4141,0.0,0.0,4.3923,4.6439,0.0,5.7263,2.3219,0.0,2.3219,0.0,3.9069,0.0,5.5838,4.858,6.0308,2.3219,5.5072,4.3923,6.7167,5.3219,6.4557,0.0,0.0,0.0,0
2.585,0.0,4.858,2.585,0.0,3.3219,12.7601,2.585,3.8074,0.0,2.585,6.1591,2.585,2.585,5.8615,3.3219,0.0,0.0,6.2118,6.0472,3.3219,5.4864,2.585,3.8074,2.585,0.0,0.0,5.0875,0.0,2.585,0.0,0.0,5.6482,5.0875,2.585,0.0,0.0,0.0,0.0,2.585,2.585,0.0,9.6885,6.3595,5.7939,0.0,0.0,0.0,5.9262,0.0,0.0,4.3923,5.7939,2.585,2.585,3.3219,5.0875,0.0,0.0,5.2854,0.0,0.0,0.0,0.0,2.585,5.7939,3.8074,7.5595,3.8074,0.0,0.0,3.3219,9.3837,3.8074,0.0,5.2854,0.0,2.585,3.3219,7.0521,2.585,6.1591,5.2854,0.0,0.0,5.3978,3.8074,0.0,4.858,5.0875,3.3219,0.0,7.7138,0.0,0.0,4.858,0.0,0.0,0.0,2.585,5.5696,5.0875,0.0,5.988,0.0,0.0,3.3219,3.3219,6.7647,5.4864,10.9026,5.0875,0.0,3.8074,0.0,2.585,6.9314,5.3978,5.723,2.585,0.0,2.585,3.8074,2.585,3.3219,2.585,5.0875,0.0,0.0,4.858,5.3978,0.0,5.0875,8.2814,2.585,0.0,0.0,6.5764,2.585,6.5354,2.585,8.804,5.0875,0.0,0.0,0.0,0.0,3.3219,0.0,4.3923,0.0,3.8074,6.7996,4.858,5.723,0.0,0.0,4.3923,6.4502,2.585,0.0,0.0,0.0,0.0,2.585,3.3219,0.0,0.0,0.0,0.0,0.0,0.0,2.585,0.0,0.0,8.2937,0.0,3.8074,4.858,3.3219,6.2118,0.0,0.0,4.3923,5.0875,0.0,6.1041,0.0,0.0,3.8074,3.8074,0.0,3.3219,5.4864,4.3923,6.729,0.0,5.5696,3.3219,6.2118,3.8074,6.729,0.0,0.0,0.0,0
2.8074,0.0,0.0,0.0,2.8074,0.0,12.7584,4.0,0.0,0.0,0.0,6.2048,0.0,2.8074,5.8612,3.4594,0.0,0.0,6.0674,5.9155,4.0,4.3923,0.0,0.0,0.0,0.0,3.4594,0.0,0.0,4.0,0.0,0.0,4.9069,4.9069,2.8074,3.4594,0.0,3.4594,0.0,0.0,2.8074,0.0,9.2833,6.2048,5.3923,2.8074,0.0,3.4594,5.4832,0.0,0.0,4.3923,5.5537,2.8074,0.0,4.0,5.5537,0.0,2.8074,6.2048,0.0,0.0,0.0,0.0,0.0,5.8612,4.0,7.5858,3.4594,0.0,6.2048,2.8074,9.7137,4.0,3.4594,4.0,0.0,0.0,0.0,6.4082,0.0,6.1148,5.6206,2.8074,0.0,4.9069,2.8074,3.4594,4.3923,4.9069,0.0,0.0,7.3296,0.0,0.0,5.3923,0.0,0.0,0.0,0.0,3.4594,0.0,4.0,4.9069,0.0,0.0,0.0,3.4594,6.3696,3.4594,10.9808,2.8074,0.0,2.8074,0.0,2.8074,7.0424,5.7458,5.3923,3.4594,0.0,0.0,2.8074,4.3923,0.0,0.0,4.9069,3.4594,0.0,4.3923,4.9069,0.0,3.4594,8.5855,3.4594,2.8074,3.4594,6.7145,2.8074,6.4082,0.0,9.06,4.0,0.0,0.0,0.0,0.0,3.4594,2.8074,3.4594,2.8074,2.8074,6.1148,5.6206,5.8048,2.8074,0.0,4.3923,6.2048,2.8074,0.0,0.0,0.0,0.0,2.8074,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0297,0.0,5.3923,5.3923,2.8074,6.8037,0.0,0.0,3.4594,2.8074,0.0,4.3923,2.8074,0.0,2.8074,4.3923,0.0,0.0,4.0,4.3923,6.0186,0.0,5.4832,0.0,7.4263,5.3923,6.6194,2.8074,0.0,0.0,0
0.0,0.0,2.0,2.0,3.4594,2.0,12.9523,3.4594,4.0,0.0,2.0,6.1156,0.0,0.0,6.1723,4.0,2.0,0.0,6.3796,6.2797,3.4594,4.5236,4.5236,4.0,0.0,0.0,3.4594,4.7549,0.0,5.1699,0.0,0.0,5.5567,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,10.0043,5.9305,4.5236,0.0,2.0,3.4594,6.2271,0.0,0.0,4.5236,5.7181,0.0,4.5236,4.5236,5.7923,0.0,0.0,6.7957,0.0,0.0,2.0,0.0,0.0,6.4269,0.0,7.625,4.0,2.0,5.4686,4.0,9.3835,3.4594,2.0,4.7549,0.0,2.0,4.0,6.0566,2.0,6.0566,5.8629,4.7549,0.0,5.1699,2.0,0.0,4.5236,5.3576,0.0,0.0,7.8331,0.0,0.0,4.9542,0.0,0.0,0.0,0.0,5.1699,4.0,0.0,5.1699,0.0,0.0,4.7549,2.0,6.2797,5.3576,10.9628,3.4594,0.0,2.0,2.0,4.9542,6.7592,6.4269,5.1699,0.0,0.0,0.0,5.3576,2.0,2.0,2.0,5.3576,2.0,0.0,4.5236,5.4686,0.0,2.0,7.3328,4.0,0.0,4.0,6.2271,3.4594,6.0566,2.0,9.0614,4.5236,0.0,0.0,4.5236,2.0,3.4594,2.0,4.5236,2.0,3.4594,6.5607,3.4594,5.4686,0.0,4.0,4.0,6.2797,3.4594,0.0,2.0,0.0,0.0,4.5236,4.5236,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1623,0.0,4.7549,3.4594,0.0,7.0593,0.0,0.0,9.1976,4.7549,0.0,5.6395,4.9542,0.0,2.0,2.0,2.0,2.0,5.4686,4.9542,6.1723,2.0,5.5567,3.4594,7.0289,6.1156,6.8663,0.0,2.0,0.0,0
0.0,0.0,3.8074,0.0,0.0,0.0,11.4345,3.8074,4.858,3.0,0.0,6.1305,0.0,0.0,6.0661,3.0,0.0,3.0,5.9986,5.5097,3.8074,5.3923,0.0,3.8074,0.0,3.8074,3.0,4.3219,0.0,4.3219,0.0,3.0,3.0,4.3219,0.0,0.0,0.0,0.0,0.0,3.8074,3.0,0.0,7.1654,6.0661,4.3219,3.0,3.0,3.0,6.3083,0.0,0.0,4.3219,5.8532,0.0,4.3219,3.0,4.3219,0.0,0.0,6.5155,0.0,0.0,0.0,0.0,0.0,5.8532,0.0,7.3116,4.3219,0.0,5.5097,0.0,8.072,3.0,3.0,4.3219,0.0,3.0,3.8074,5.5097,0.0,5.6918,6.4157,3.0,0.0,5.9277,3.0,0.0,3.0,5.6035,0.0,0.0,7.2549,0.0,0.0,5.6918,3.8074,0.0,3.0,0.0,5.5097,4.3219,0.0,3.8074,0.0,0.0,0.0,3.8074,5.9986,4.3219,10.536,3.8074,3.8074,4.3219,3.0,3.0,7.0027,5.6918,5.3923,0.0,0.0,3.0,5.3923,0.0,3.0,3.0,3.0,3.8074,3.0,5.3923,3.8074,0.0,3.0,8.9972,3.8074,0.0,3.0,6.363,3.0,5.6918,0.0,8.1362,3.0,0.0,0.0,0.0,0.0,5.3923,4.3219,3.0,3.0,3.0,6.9679,5.6918,5.9277,3.0,0.0,0.0,6.4157,4.858,0.0,0.0,0.0,0.0,4.3219,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.841,3.0,3.0,5.9277,4.858,6.7389,0.0,0.0,3.8074,3.8074,0.0,4.858,5.9277,0.0,0.0,0.0,0.0,0.0,5.5097,4.3219,5.5097,3.8074,5.3923,0.0,7.2836,6.1305,6.2513,3.0,0.0,0.0,0
