OS01G0104100,OS01G0124401,OS01G0135700,OS01G0159800,OS01G0172200,OS01G0184100,OS01G0200700,OS01G0279900,OS01G0282800,OS01G0292700,OS01G0307500,OS01G0343300,OS01G0348900,OS01G0506100,OS01G0510100,OS01G0534900,OS01G0571300,OS01G0575200,OS01G0612600,OS01G0624500,OS01G0664100,OS01G0692700,OS01G0693400,OS01G0699100,OS01G0733200,OS01G0750100,OS01G0752500,OS01G0797600,OS01G0811300,OS01G0837500,OS01G0839100,OS01G0839200,OS01G0842200,OS01G0847200,OS01G0847600,OS01G0848200,OS01G0867300,OS01G0897000,OS01G0930400,OS01G0955100,OS01G0959100,OS01G0959200,OS01G0963600,OS01G0971100,OS02G0100300,OS02G0122800,OS02G0132300,OS02G0140300,OS02G0148100,OS02G0184900,OS02G0195600,OS02G0234300,OS02G0276500,OS02G0542400,OS02G0551100,OS02G0553200,OS02G0576700,OS02G0579600,OS02G0592300,OS02G0601300,OS02G0606700,OS02G0654700,OS02G0655200,OS02G0657000,OS02G0666200,OS02G0669100,OS02G0671100,OS02G0706400,OS02G0736400,OS02G0755000,OS02G0755900,OS02G0759800,OS02G0760300,OS02G0782700,OS02G0787300,OS02G0802700,OS02G0813500,OS03G0133000,OS03G0180800,OS03G0219200,OS03G0230300,OS03G0230500,OS03G0231600,OS03G0302000,OS03G0315400,OS03G0332400,OS03G0363900,OS03G0390200,OS03G0390700,OS03G0575200,OS03G0610900,OS03G0635100,OS03G0710800,OS03G0746500,OS03G0757500,OS03G0786400,OS03G0820300,OS03G0820400,OS03G0833200,OS03G0858100,OS04G0105100,OS04G0201500,OS04G0348400,OS04G0379700,OS04G0395800,OS04G0448100,OS04G0449400,OS04G0464200,OS04G0473400,OS04G0476800,OS04G0493000,OS04G0498600,OS04G0511200,OS04G0522500,OS04G0526800,OS04G0531400,OS04G0534600,OS04G0541700,OS04G0556300,OS04G0560600,OS04G0566100,OS04G0571200,OS04G0603200,OS04G0620700,OS04G0659100,OS04G0661200,OS04G0671700,OS04G0687300,OS05G0113500,OS05G0125000,OS05G0177500,OS05G0195200,OS05G0213500,OS05G0348100,OS05G0428700,OS05G0457200,OS05G0488800,OS05G0516600,OS05G0518600,OS05G0534400,OS05G0555100,OS05G0574500,OS06G0147800,OS06G0166500,OS06G0183100,OS06G0210500,OS06G0241100,OS06G0254700,OS06G0567200,OS06G0606000,OS06G0609500,OS06G0612800,OS06G0665500,OS06G0683400,OS06G0685700,OS06G0693700,OS06G0698785,OS07G0164100,OS07G0168800,OS07G0187200,OS07G0231400,OS07G0561300,OS07G0572800,OS07G0598300,OS07G0627300,OS07G0679000,OS07G0686800,OS07G0694000,OS08G0157600,OS08G0206400,OS08G0430500,OS08G0445700,OS08G0492500,OS08G0537900,OS08G0546800,OS08G0558200,OS09G0109800,OS09G0306400,OS09G0369000,OS09G0478600,OS09G0486500,OS09G0522000,OS09G0522200,OS09G0537700,OS09G0555500,OS09G0557700,OS09G0571200,OS10G0409400,OS10G0415300,OS10G0415900,OS10G0419400,OS10G0431000,OS10G0456800,OS10G0478900,OS10G0492800,OS10G0518200,OS10G0521000,OS10G0533600,OS10G0553300,OS10G0563600,OS10G0577700,OS10G0577800,OS10G0579100,OS11G0127600,OS11G0151400,Label
0.0,0.0,5.2668,0.0,2.585,0.0,12.5698,5.2668,5.0,0.0,0.0,5.4919,0.0,0.0,6.0334,2.585,0.0,2.585,6.3605,5.4919,2.585,3.9069,6.2384,4.5236,0.0,0.0,4.5236,5.7051,0.0,2.585,0.0,0.0,4.5236,5.0,0.0,2.585,0.0,0.0,0.0,3.9069,0.0,0.0,9.5992,6.4731,4.5236,3.9069,2.585,0.0,5.4919,0.0,2.585,5.2668,5.6097,2.585,0.0,4.5236,4.5236,0.0,2.585,5.7944,0.0,0.0,0.0,0.0,0.0,5.7051,0.0,7.5092,2.585,0.0,3.9069,0.0,9.289,5.0,4.5236,3.9069,0.0,2.585,3.9069,6.3605,0.0,6.3605,5.8787,0.0,4.5236,3.9069,0.0,0.0,3.9069,3.9069,2.585,0.0,7.4278,5.2668,0.0,6.0334,0.0,0.0,0.0,0.0,5.0,5.4919,3.9069,2.585,0.0,0.0,2.585,3.9069,4.5236,5.4919,10.8103,5.6097,0.0,4.5236,2.585,0.0,6.4731,4.5236,5.7051,3.9069,0.0,2.585,5.2668,3.9069,0.0,2.585,3.9069,2.585,0.0,4.5236,5.2668,0.0,5.6097,8.6872,5.0,0.0,0.0,6.1052,4.5236,5.0,0.0,8.7104,4.5236,0.0,0.0,3.9069,0.0,5.2668,0.0,3.9069,3.9069,5.0,6.627,6.8097,5.0,4.5236,0.0,3.9069,6.1052,4.5236,2.585,0.0,0.0,0.0,2.585,0.0,0.0,3.9069,4.5236,2.585,0.0,0.0,3.9069,0.0,0.0,7.7517,2.585,5.9581,3.9069,4.5236,7.8592,4.5236,7.0464,5.0,2.585,0.0,5.2668,6.1733,0.0,3.9069,2.585,2.585,5.0,5.4919,3.9069,5.7944,2.585,3.9069,2.585,7.5864,5.0,6.5262,0.0,0.0,0.0,0
0.0,0.0,5.7211,0.0,0.0,0.0,13.0933,4.0875,0.0,2.8074,0.0,5.3219,0.0,2.8074,5.3219,0.0,0.0,0.0,6.2215,6.3375,5.3219,5.3219,6.4449,0.0,0.0,4.0875,3.7004,3.7004,0.0,4.0875,0.0,0.0,5.8826,4.585,0.0,2.8074,0.0,3.7004,0.0,5.0875,0.0,0.0,10.529,6.7681,4.585,3.7004,2.8074,0.0,6.0279,0.0,0.0,5.5236,5.804,0.0,4.585,5.5236,4.585,0.0,0.0,6.2215,0.0,0.0,0.0,0.0,0.0,5.804,3.7004,7.066,2.8074,0.0,6.0953,4.0875,9.1819,4.585,2.8074,3.7004,0.0,2.8074,3.7004,7.1318,0.0,6.7262,5.957,4.0875,0.0,3.7004,2.8074,3.7004,4.0875,3.7004,0.0,0.0,7.5951,0.0,0.0,5.7211,2.8074,2.8074,0.0,0.0,2.8074,5.7211,0.0,2.8074,0.0,0.0,3.7004,5.5236,5.0875,4.0875,11.0336,5.0875,0.0,0.0,2.8074,3.7004,6.6829,4.585,5.5236,3.7004,0.0,0.0,6.5449,2.8074,6.8949,2.8074,4.0875,3.7004,2.8074,5.3219,4.585,0.0,5.6328,8.6758,5.0875,0.0,2.8074,6.3375,5.7211,5.3219,0.0,8.6647,0.0,0.0,0.0,2.8074,0.0,0.0,2.8074,4.0875,3.7004,4.0875,6.8089,6.9247,5.0875,2.8074,2.8074,5.3219,6.3921,0.0,0.0,0.0,0.0,0.0,4.0875,0.0,2.8074,6.8949,5.7211,0.0,0.0,0.0,3.7004,0.0,0.0,8.181,0.0,6.4449,6.2215,4.585,7.3683,6.0953,7.3127,0.0,5.6328,0.0,4.585,2.8074,0.0,4.0875,2.8074,3.7004,3.7004,5.8826,4.585,6.0279,4.0875,5.3219,2.8074,7.4987,4.585,7.066,0.0,0.0,0.0,0
0.0,0.0,4.7004,0.0,4.1699,0.0,12.5623,2.585,0.0,2.585,0.0,5.4594,0.0,0.0,4.7004,0.0,0.0,0.0,6.0672,6.0672,0.0,4.1699,5.8659,0.0,0.0,4.1699,2.585,2.585,0.0,4.1699,0.0,0.0,4.7004,5.4594,0.0,0.0,4.1699,2.585,0.0,4.1699,0.0,0.0,8.7698,6.497,5.7004,0.0,0.0,2.585,6.1283,2.585,0.0,5.1699,5.4594,0.0,4.1699,4.1699,4.1699,0.0,0.0,6.2979,0.0,0.0,0.0,0.0,0.0,5.8659,4.1699,7.2967,2.585,0.0,6.1871,0.0,8.916,4.1699,0.0,0.0,0.0,0.0,0.0,6.6717,0.0,6.0032,5.7921,0.0,0.0,0.0,0.0,4.1699,4.7004,4.7004,0.0,0.0,7.0339,0.0,0.0,5.9362,0.0,0.0,0.0,0.0,4.1699,5.7004,4.1699,2.585,0.0,0.0,2.585,2.585,5.1699,0.0,10.4294,5.8659,0.0,2.585,0.0,4.1699,6.5427,5.1699,5.9362,5.7921,2.585,2.585,5.7921,2.585,5.7004,4.1699,5.1699,4.1699,0.0,5.8659,4.1699,0.0,5.4594,8.2416,0.0,4.1699,2.585,6.8998,4.7004,5.9362,0.0,8.2136,5.1699,0.0,0.0,4.7004,2.585,0.0,0.0,0.0,2.585,2.585,6.7123,6.2436,5.1699,4.7004,2.585,2.585,5.8659,4.7004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1699,5.7921,2.585,4.1699,0.0,2.585,0.0,0.0,7.2967,5.1699,5.8659,5.7921,0.0,7.0339,4.7004,6.4009,7.0016,4.7004,0.0,0.0,2.585,0.0,4.7004,0.0,2.585,4.7004,5.1699,5.7921,6.1283,2.585,5.4594,4.1699,7.2698,5.7004,6.4009,2.585,2.585,0.0,0
0.0,0.0,6.2065,2.3219,0.0,0.0,12.0477,3.9069,3.9069,2.3219,0.0,5.7975,0.0,0.0,6.3743,0.0,2.3219,0.0,6.5248,6.0826,3.9069,4.5236,5.947,4.5236,0.0,2.3219,2.3219,3.9069,0.0,3.9069,0.0,0.0,5.6305,4.5236,0.0,0.0,0.0,0.0,0.0,5.0444,2.3219,0.0,8.2372,6.2065,5.6305,4.5236,3.9069,2.3219,5.6305,2.3219,0.0,5.3038,5.5236,0.0,2.3219,5.0444,5.6305,0.0,0.0,6.0164,2.3219,0.0,4.5236,0.0,0.0,5.7975,3.9069,6.9715,5.5236,0.0,2.3219,4.5236,7.9308,2.3219,4.5236,0.0,0.0,4.5236,5.5236,6.5248,0.0,6.3743,6.4263,0.0,0.0,5.7975,2.3219,2.3219,3.9069,5.0444,2.3219,2.3219,6.9715,0.0,0.0,4.5236,0.0,0.0,0.0,0.0,0.0,5.7975,4.5236,3.9069,0.0,0.0,4.5236,5.0444,3.9069,0.0,10.1706,3.9069,0.0,3.9069,0.0,3.9069,6.0826,5.0444,5.0444,3.9069,0.0,0.0,6.2647,0.0,0.0,3.9069,0.0,4.5236,0.0,3.9069,3.9069,0.0,5.5236,8.5139,5.3038,0.0,0.0,5.947,2.3219,5.7164,0.0,8.1001,2.3219,0.0,0.0,2.3219,0.0,3.9069,0.0,2.3219,2.3219,4.5236,6.5717,7.1364,4.5236,0.0,2.3219,0.0,6.6171,4.5236,0.0,0.0,0.0,0.0,2.3219,2.3219,0.0,2.3219,0.0,0.0,3.9069,0.0,0.0,0.0,0.0,7.6325,3.9069,5.7164,2.3219,2.3219,7.6102,5.3038,6.2647,5.7164,5.0444,0.0,3.9069,5.7975,0.0,2.3219,0.0,3.9069,5.0444,5.5236,5.7164,6.0826,0.0,4.5236,2.3219,7.227,5.0444,6.7036,2.3219,2.3219,3.9069,0
2.585,0.0,0.0,0.0,0.0,0.0,12.9295,0.0,0.0,2.585,0.0,5.9392,0.0,4.6439,6.0186,4.0875,0.0,0.0,6.7336,6.0186,4.6439,4.0875,5.0875,4.0875,0.0,0.0,4.0875,4.6439,0.0,0.0,0.0,0.0,4.8826,5.8555,0.0,0.0,0.0,2.585,0.0,2.585,0.0,0.0,9.6741,6.5853,5.0875,4.0875,0.0,2.585,5.7663,0.0,0.0,5.6716,4.6439,2.585,4.6439,4.8826,4.6439,0.0,0.0,6.8246,0.0,0.0,0.0,0.0,0.0,6.0938,4.6439,6.9513,4.8826,0.0,5.0875,4.0875,9.2171,4.6439,0.0,4.0875,0.0,0.0,0.0,7.243,0.0,5.7663,6.0186,2.585,0.0,4.6439,2.585,2.585,2.585,4.0875,0.0,2.585,7.5402,4.6439,0.0,5.7663,0.0,0.0,2.585,0.0,4.8826,4.8826,2.585,4.0875,2.585,0.0,2.585,4.8826,5.9392,2.585,10.8853,4.6439,2.585,5.0875,2.585,0.0,7.3075,5.5546,4.6439,0.0,0.0,0.0,6.2981,4.0875,2.585,2.585,5.6716,0.0,0.0,5.5546,5.5546,0.0,4.8826,8.6845,5.5546,0.0,2.585,6.42,4.8826,6.2981,2.585,8.2964,2.585,0.0,0.0,2.585,0.0,4.0875,0.0,4.8826,0.0,2.585,7.1404,5.3399,4.6439,4.0875,4.6439,4.6439,6.1651,4.6439,0.0,0.0,0.0,0.0,4.0875,2.585,0.0,0.0,4.6439,0.0,0.0,0.0,2.585,0.0,0.0,8.2804,2.585,5.0875,5.3399,0.0,7.0677,0.0,5.0875,2.585,4.8826,0.0,4.6439,2.585,0.0,0.0,4.0875,4.0875,2.585,5.3399,4.6439,5.7663,2.585,4.6439,4.0875,7.2757,4.8826,7.1754,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,12.2819,4.3923,0.0,0.0,0.0,5.649,0.0,3.4594,4.858,0.0,0.0,0.0,6.3268,5.5497,4.3923,4.3923,5.5497,3.4594,0.0,0.0,0.0,3.4594,0.0,5.4263,0.0,0.0,5.5497,5.5497,0.0,0.0,0.0,3.4594,0.0,0.0,0.0,0.0,9.2488,6.4421,0.0,4.858,0.0,0.0,5.9898,3.4594,0.0,5.649,6.1342,0.0,4.3923,4.858,3.4594,0.0,0.0,6.0639,0.0,0.0,0.0,0.0,0.0,5.9119,0.0,7.2649,3.4594,0.0,6.0639,3.4594,8.4959,3.4594,0.0,4.858,0.0,0.0,0.0,6.7859,0.0,6.3856,6.4421,3.4594,0.0,5.5497,0.0,3.4594,3.4594,4.858,3.4594,4.3923,6.9113,0.0,0.0,5.8296,0.0,0.0,0.0,0.0,4.858,4.3923,0.0,0.0,0.0,0.0,0.0,5.4263,4.858,0.0,10.6716,4.3923,0.0,4.3923,0.0,4.858,6.6485,3.4594,5.4263,3.4594,0.0,0.0,6.5489,3.4594,0.0,0.0,0.0,0.0,0.0,5.649,4.3923,0.0,4.3923,8.9308,3.4594,0.0,3.4594,6.2012,5.4263,5.649,0.0,8.1674,3.4594,0.0,3.4594,0.0,0.0,4.3923,0.0,4.3923,0.0,0.0,6.4965,4.858,4.858,0.0,4.3923,4.3923,6.2653,0.0,3.4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.858,0.0,0.0,0.0,3.4594,0.0,0.0,7.5741,3.4594,4.858,0.0,0.0,7.0989,0.0,6.829,5.5497,3.4594,0.0,4.3923,0.0,0.0,3.4594,0.0,3.4594,3.4594,5.8296,4.858,5.649,3.4594,3.4594,0.0,6.4965,4.3923,6.4421,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,4.4594,0.0,12.3093,3.0,3.0,0.0,0.0,5.6542,3.0,3.0,4.4594,3.0,0.0,0.0,5.7361,5.4594,5.2479,5.2479,5.7361,0.0,0.0,3.0,0.0,5.0,0.0,4.4594,0.0,0.0,5.0,5.2479,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0782,6.3161,3.0,0.0,0.0,0.0,6.0864,0.0,0.0,4.4594,5.4594,0.0,3.0,5.4594,0.0,0.0,0.0,5.4594,0.0,0.0,3.0,0.0,3.0,5.6542,3.0,7.4142,4.4594,0.0,6.1475,4.4594,8.6305,0.0,5.0,3.0,0.0,0.0,0.0,7.017,0.0,6.6039,6.2059,4.4594,3.0,5.0,0.0,3.0,4.4594,5.5677,0.0,0.0,7.1421,0.0,0.0,5.8866,0.0,0.0,0.0,0.0,5.0,5.4594,0.0,4.4594,3.0,0.0,0.0,5.2479,5.0,3.0,10.3694,5.6542,0.0,0.0,0.0,0.0,6.4187,3.0,5.0,0.0,0.0,0.0,6.6467,0.0,5.0,3.0,3.0,0.0,0.0,4.4594,0.0,0.0,3.0,8.8572,5.6542,0.0,4.4594,6.0864,4.4594,5.2479,0.0,7.8405,0.0,0.0,0.0,3.0,0.0,4.4594,0.0,0.0,0.0,4.4594,6.6039,5.5677,4.4594,0.0,3.0,3.0,6.5143,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4142,3.0,5.2479,3.0,0.0,6.8802,4.4594,6.9502,4.4594,5.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,5.4594,5.0,5.7361,0.0,5.0,4.4594,7.1119,5.6542,6.1475,0.0,4.4594,0.0,0
0.0,0.0,5.0444,0.0,3.1699,0.0,12.7318,4.1699,3.1699,0.0,0.0,5.9359,3.1699,0.0,5.6704,4.585,0.0,3.1699,6.47,5.0444,3.1699,3.1699,3.1699,4.585,0.0,0.0,3.1699,3.1699,0.0,4.585,0.0,0.0,5.7645,6.0144,3.1699,3.1699,0.0,0.0,0.0,0.0,0.0,0.0,9.5905,6.2275,5.5546,3.1699,0.0,3.1699,5.9359,3.1699,0.0,4.1699,6.0144,0.0,3.1699,5.0444,5.6704,0.0,0.0,6.5774,0.0,0.0,0.0,0.0,0.0,6.3539,0.0,7.02,3.1699,0.0,0.0,5.0444,9.0983,3.1699,0.0,4.585,0.0,0.0,3.1699,7.1991,0.0,6.3539,6.5247,0.0,3.1699,4.1699,3.1699,0.0,5.0444,4.1699,4.1699,0.0,7.4173,0.0,0.0,5.9359,0.0,0.0,0.0,0.0,4.1699,5.6704,0.0,3.1699,0.0,0.0,0.0,4.585,5.8527,4.1699,10.7773,4.585,0.0,0.0,3.1699,4.1699,7.2323,6.0144,4.1699,0.0,3.1699,0.0,6.0144,0.0,8.214300000000001,3.1699,4.1699,0.0,0.0,4.585,5.5546,0.0,5.0444,8.3453,5.0444,0.0,0.0,6.292,0.0,6.1599,3.1699,8.1502,3.1699,0.0,0.0,0.0,0.0,3.1699,0.0,3.1699,3.1699,3.1699,6.4131,5.0444,4.1699,3.1699,0.0,5.0444,5.8527,3.1699,0.0,0.0,0.0,0.0,5.6704,0.0,0.0,0.0,4.1699,0.0,0.0,0.0,3.1699,0.0,0.0,7.9039,0.0,5.5546,5.0444,3.1699,7.1301,3.1699,4.1699,5.7645,0.0,0.0,4.1699,0.0,0.0,3.1699,3.1699,0.0,3.1699,5.6704,5.0444,6.2275,0.0,5.5546,0.0,6.5247,5.5546,6.292,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,12.3679,4.7004,4.7004,0.0,0.0,6.7386,0.0,0.0,4.7004,3.1699,3.1699,0.0,5.8726,5.5404,5.2095,4.7004,0.0,4.7004,0.0,3.1699,4.7004,0.0,0.0,5.2095,0.0,0.0,5.2095,5.5404,0.0,3.1699,0.0,3.1699,0.0,0.0,0.0,0.0,7.9389,6.4712,3.1699,0.0,0.0,0.0,5.5404,0.0,0.0,5.2095,5.4439,3.1699,0.0,3.1699,0.0,0.0,0.0,5.7159,0.0,0.0,0.0,0.0,0.0,6.0796,0.0,7.6234,5.2095,0.0,5.5404,0.0,7.903,0.0,0.0,5.3402,0.0,0.0,0.0,6.4212,0.0,6.5659,6.2026,0.0,0.0,3.1699,0.0,4.7004,5.3402,0.0,0.0,3.1699,7.0323,0.0,0.0,5.6308,0.0,0.0,0.0,0.0,4.7004,3.1699,0.0,3.1699,0.0,0.0,0.0,4.7004,5.2095,0.0,10.1852,3.1699,0.0,4.7004,3.1699,3.1699,6.5193,5.2095,5.2095,5.2095,0.0,3.1699,6.0137,0.0,6.3398,0.0,0.0,0.0,0.0,5.4439,5.3402,0.0,4.7004,8.5388,3.1699,0.0,0.0,5.6308,5.2095,5.2095,0.0,7.8475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6549,3.1699,5.3402,0.0,0.0,0.0,5.7965,3.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7004,0.0,0.0,0.0,0.0,0.0,0.0,7.5557,0.0,5.2095,5.2095,0.0,6.9643,0.0,5.2095,3.1699,5.3402,0.0,5.5404,0.0,0.0,3.1699,3.1699,0.0,0.0,5.4439,0.0,5.3402,0.0,5.4439,0.0,6.5193,5.7159,5.8726,0.0,0.0,0.0,0
0.0,2.8074,4.1699,0.0,4.1699,0.0,11.8891,4.1699,3.7004,0.0,0.0,6.416,0.0,0.0,5.5844,4.7549,0.0,2.8074,6.2837,7.1448,4.7549,2.8074,5.4673,5.8878,0.0,4.1699,5.3219,5.8878,0.0,3.7004,2.8074,2.8074,4.1699,2.8074,0.0,0.0,2.8074,0.0,2.8074,5.3219,2.8074,0.0,9.1873,5.9761,5.3219,0.0,3.7004,0.0,5.9761,2.8074,0.0,5.4673,5.6927,0.0,3.7004,2.8074,4.1699,0.0,0.0,6.3514,0.0,0.0,0.0,0.0,0.0,6.7018,0.0,7.0664,5.4673,0.0,0.0,0.0,7.8768,3.7004,2.8074,3.7004,0.0,4.7549,6.1381,6.7018,0.0,5.5844,6.4778,4.1699,5.3219,4.7549,2.8074,0.0,4.7549,5.3219,4.1699,0.0,7.6537,0.0,0.0,5.3219,4.7549,5.4673,0.0,0.0,3.7004,2.8074,3.7004,0.0,2.8074,0.0,3.7004,5.3219,6.2128,4.7549,9.9632,3.7004,3.7004,2.8074,0.0,4.7549,6.2128,4.1699,4.1699,2.8074,0.0,0.0,5.8878,0.0,0.0,2.8074,5.4673,2.8074,0.0,3.7004,0.0,0.0,4.7549,8.1856,2.8074,0.0,4.7549,7.0664,4.7549,0.0,0.0,8.1095,4.1699,0.0,0.0,3.7004,0.0,6.5373,0.0,3.7004,0.0,2.8074,6.2837,8.3268,4.1699,3.7004,3.7004,3.7004,6.649,5.4673,4.1699,2.8074,0.0,0.0,0.0,4.1699,2.8074,2.8074,2.8074,0.0,0.0,2.8074,3.7004,0.0,0.0,6.8955,0.0,5.6927,4.7549,2.8074,7.1448,4.7549,6.0594,5.3219,2.8074,0.0,6.1381,0.0,0.0,2.8074,0.0,0.0,5.3219,5.3219,2.8074,6.0594,0.0,5.5844,0.0,6.8495,5.3219,6.7527,0.0,0.0,4.1699,0
0.0,3.0,4.3923,0.0,3.9069,0.0,12.9125,3.0,3.9069,0.0,0.0,5.753,0.0,0.0,5.753,0.0,0.0,3.0,6.29,5.9279,5.6568,4.9542,5.554,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5.2095,5.753,0.0,0.0,3.0,0.0,0.0,5.2095,0.0,0.0,9.0594,6.3528,5.6568,4.9542,0.0,0.0,5.2095,0.0,0.0,5.6568,5.4263,0.0,3.9069,4.3923,4.3923,0.0,0.0,6.0079,0.0,3.9069,0.0,0.0,0.0,5.6568,0.0,7.0646,3.0,0.0,0.0,0.0,9.1504,3.0,0.0,3.0,0.0,3.9069,4.9542,6.2246,0.0,6.4128,5.4263,3.9069,0.0,3.9069,0.0,3.9069,0.0,4.3923,3.0,0.0,7.3675,3.0,0.0,5.4263,0.0,3.9069,0.0,0.0,5.554,0.0,3.0,5.6568,0.0,0.0,3.0,3.0,6.0839,5.554,10.4174,3.9069,0.0,3.9069,3.0,3.0,6.7286,5.554,3.9069,3.0,3.9069,0.0,6.0079,4.9542,3.0,3.0,4.3923,0.0,0.0,4.3923,3.0,0.0,4.9542,7.8743,3.0,0.0,3.9069,6.4128,4.3923,5.554,3.9069,8.0358,4.3923,0.0,3.0,3.0,0.0,0.0,0.0,3.9069,0.0,0.0,6.0839,6.0079,3.0,0.0,3.0,3.0,5.9279,4.9542,3.9069,3.0,3.0,0.0,0.0,3.0,0.0,0.0,4.9542,3.0,0.0,0.0,3.9069,0.0,0.0,7.3675,0.0,5.554,5.753,0.0,6.29,3.9069,5.554,3.9069,3.0,0.0,5.9279,0.0,0.0,3.0,3.0,0.0,3.9069,5.554,4.9542,6.3528,0.0,5.554,3.0,7.5657,4.3923,6.5259,3.9069,0.0,0.0,0
2.585,0.0,5.9258,0.0,0.0,0.0,11.4969,0.0,4.9069,0.0,0.0,5.9258,5.6559,0.0,6.0056,2.585,0.0,3.9069,6.5223,5.8415,2.585,4.9069,5.8415,4.9069,0.0,0.0,2.585,5.6559,0.0,2.585,0.0,0.0,5.1898,5.4263,0.0,0.0,2.585,0.0,0.0,0.0,0.0,0.0,6.8597,6.2871,5.1898,0.0,2.585,0.0,6.0056,0.0,2.585,5.1898,5.1898,0.0,4.9069,4.9069,5.4263,0.0,0.0,6.2217,0.0,0.0,0.0,0.0,0.0,6.2871,0.0,6.8161,5.1898,0.0,5.4263,2.585,7.4507,3.9069,2.585,3.9069,0.0,2.585,5.5534,6.5223,0.0,6.0813,6.4671,0.0,0.0,5.4263,0.0,0.0,0.0,2.585,0.0,0.0,7.2023,0.0,0.0,5.8415,0.0,0.0,2.585,0.0,2.585,5.7517,0.0,3.9069,0.0,0.0,4.9069,4.9069,3.9069,0.0,10.1238,2.585,3.9069,0.0,2.585,2.585,6.7247,2.585,5.4263,0.0,0.0,0.0,6.1532,0.0,5.7517,2.585,5.1898,0.0,0.0,4.9069,2.585,0.0,5.1898,8.5395,4.9069,0.0,4.9069,6.4096,5.4263,5.1898,0.0,7.8688,4.9069,0.0,2.585,0.0,0.0,5.7517,0.0,3.9069,2.585,0.0,6.8161,7.0969,3.9069,0.0,0.0,2.585,6.2871,4.9069,0.0,0.0,0.0,0.0,3.9069,2.585,0.0,3.9069,5.6559,0.0,0.0,0.0,0.0,0.0,0.0,7.8032,2.585,5.5534,0.0,2.585,7.2358,5.4263,6.4096,5.5534,3.9069,0.0,5.1898,0.0,0.0,0.0,0.0,2.585,0.0,5.1898,3.9069,6.1532,0.0,4.9069,2.585,7.3318,5.1898,6.4096,0.0,0.0,0.0,0
0.0,0.0,5.0875,0.0,3.3219,0.0,12.5448,5.0875,0.0,4.5236,0.0,5.8686,0.0,0.0,5.0875,3.3219,0.0,0.0,6.2909,5.7845,3.3219,3.3219,4.5236,0.0,0.0,4.5236,0.0,3.3219,0.0,4.5236,0.0,0.0,5.3576,5.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2297,6.7114,5.3576,4.5236,3.3219,4.5236,6.0953,0.0,0.0,3.3219,6.0953,4.5236,0.0,5.3576,4.5236,0.0,0.0,6.1635,0.0,0.0,0.0,0.0,0.0,6.0953,3.3219,7.3016,3.3219,0.0,5.8686,4.5236,9.3972,0.0,0.0,5.0875,0.0,0.0,3.3219,6.2909,0.0,6.3507,5.8686,0.0,0.0,3.3219,0.0,3.3219,5.0875,3.3219,3.3219,0.0,7.5764,0.0,0.0,5.7845,0.0,3.3219,0.0,0.0,4.5236,0.0,3.3219,4.5236,0.0,0.0,0.0,5.3576,5.585,4.5236,10.8085,4.5236,0.0,3.3219,0.0,4.5236,6.9617,5.3576,4.5236,3.3219,4.5236,0.0,6.2286,0.0,3.3219,0.0,5.0875,0.0,3.3219,5.8686,5.6952,0.0,5.3576,8.3219,4.5236,0.0,5.0875,6.2286,0.0,5.9481,0.0,8.3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5236,0.0,0.0,6.7114,5.3576,5.6952,4.5236,3.3219,3.3219,5.9481,3.3219,0.0,3.3219,0.0,0.0,0.0,0.0,0.0,0.0,5.3576,0.0,0.0,0.0,0.0,0.0,0.0,7.5764,0.0,5.6952,5.6952,0.0,6.6651,3.3219,7.0365,5.585,5.0875,0.0,4.5236,0.0,0.0,0.0,4.5236,0.0,3.3219,4.5236,5.0875,5.9481,0.0,4.5236,0.0,6.9229,5.9481,6.5676,0.0,3.3219,0.0,0
